src_ip,dst_ip,sport,dsport,proto,duration,bytes,packets,src_bytes,dst_bytes,src_pkts,dst_pkts,label,type
192.168.49.69,10.0.99.186,25244,445,6,8.565988071317523,285,46,1418,405,25,21,0,normal
192.168.62.188,10.0.103.186,34977,445,6,5.406288254613273,13184,56,17,863,35,18,0,normal
192.168.236.178,10.0.239.179,37077,8080,17,0.0651065133095905,15450,51,86,2128,21,24,0,normal
192.168.78.117,10.0.212.2,64397,443,6,0.9930902947321645,339910,57,2690,847,38,24,0,normal
192.168.120.203,10.0.243.41,4471,445,6,2.0936110742225846,1770,44,840,1499,14,30,0,normal
192.168.137.162,10.0.211.123,54167,80,6,1.3308426893876923,1139,43,22226,101,27,20,1,xss
192.168.76.227,10.0.229.82,63930,80,6,16.437398354921417,2203,51,3558,3297,19,25,0,normal
192.168.35.1,10.0.144.132,11686,8080,6,5.271932830279386,16105,50,159,324,28,19,0,normal
192.168.40.64,10.0.140.29,64025,3389,6,1.761785377901921,1439,42,4623,69,22,28,0,normal
192.168.150.60,10.0.135.14,59306,445,17,13.274739499685653,3653,44,33418,1955,22,23,0,normal
192.168.64.93,10.0.247.12,5923,80,6,6.746808230199036,1581,42,949,2154,33,20,1,injection
192.168.72.11,10.0.99.133,29606,22,17,1.6746176651989642,32408,60,2454,2619,22,34,0,normal
192.168.105.229,10.0.81.250,49852,3389,6,2.3811675286687324,13216,59,5714,2698,27,32,0,normal
192.168.14.60,10.0.106.32,2959,445,17,1.1121493945944634,578,48,785,2554,20,25,0,normal
192.168.30.35,10.0.74.171,59001,80,6,17.715071871891855,1058,47,15,20677,37,29,1,injection
192.168.213.165,10.0.81.69,43237,3389,6,3.641763384735607,765,51,3333,5831,30,25,0,normal
192.168.5.83,10.0.45.106,43066,8080,6,11.31954800271284,72,55,5429,7165,25,24,0,normal
192.168.123.78,10.0.137.177,11359,443,6,2.1270619776144577,649,62,20461,3449,28,27,0,normal
192.168.154.62,10.0.161.228,18693,3389,6,9.860712242899476,85,49,121,6195,30,24,0,normal
192.168.132.89,10.0.100.146,9569,443,17,0.2769655327045966,19286,54,133,464,23,31,0,normal
192.168.237.42,10.0.9.62,41271,8080,6,20.11206895974655,22601,64,276,4012,30,27,0,normal
192.168.89.146,10.0.185.29,39047,8080,6,12.154045376258624,64,1,783,11215,27,21,1,scanning
192.168.40.72,10.0.125.114,19293,80,6,2.256521343989277,4489,41,3218,720,25,24,0,normal
192.168.39.104,10.0.206.153,60186,22,17,7.452104088589099,25387,56,116,17152,30,27,0,normal
192.168.14.32,10.0.143.134,38854,8080,6,6.9768355006185825,14293,56,7321,560,22,23,0,normal
192.168.179.125,10.0.120.170,8090,8080,17,11.576062273192015,164291,40,6618,2829,28,22,0,normal
192.168.166.97,10.0.157.79,11736,443,1,1.8354664281744544,5008,63,7007,144,24,33,0,normal
192.168.23.63,10.0.93.4,17015,8080,6,3.132304886537844,54462,56,589,5454,11,26,0,normal
192.168.143.225,10.0.82.242,64941,3389,6,10.012388154815163,3605,50,12,12711,26,23,0,normal
192.168.153.145,10.0.185.177,62376,80,17,7.53845731631313,2347,53,26972,1042,29,31,0,normal
192.168.225.239,10.0.172.231,36814,80,6,2.4999783890444776,11583,42,335,76,19,27,0,normal
192.168.247.194,10.0.208.75,60952,3389,6,9.34510032248297,8993,42,4606,1180,21,28,0,normal
192.168.206.53,10.0.14.131,22673,445,17,0.01,883,1690,1398,186,25,24,1,dos
192.168.104.104,10.0.243.114,35339,8080,1,7.617363188328453,573,48,10482,1318,19,28,0,normal
192.168.179.39,10.0.62.106,31830,22,17,1.158184208508068,52819,60,989,5833,28,20,1,ransomware
192.168.179.198,10.0.64.102,13234,8080,6,1.6852083483537241,68,54,1258,2820,20,21,0,normal
192.168.134.67,10.0.173.106,37996,80,6,3.398340599133677,1611,46,1571,49,25,22,0,normal
192.168.135.179,10.0.210.186,41382,22,6,2.986771959513446,417,50,2527,572,19,25,0,normal
192.168.200.42,10.0.20.58,35160,445,6,3.67578801813663,941,50,92,1656,33,33,0,normal
192.168.192.244,10.0.112.217,45321,443,6,3.934823926436489,627,48,46688,17516,27,25,0,normal
192.168.15.111,10.0.57.230,51933,443,6,2.013801529665397,13846,52,952,816,32,30,0,normal
192.168.157.33,10.0.205.196,16969,8080,6,0.963238520169478,7283,58,3463,2968,23,27,0,normal
192.168.244.222,10.0.119.206,30689,8080,17,7.315471628753488,3313,52,22736,1559,22,25,0,normal
192.168.231.155,10.0.97.92,43501,22,17,2.553929365173158,1384,57,1079,339,24,11,0,normal
192.168.164.157,10.0.52.37,14668,22,17,0.01,23609,1824,149,442,25,31,1,dos
192.168.38.185,10.0.8.44,5941,445,6,5.17391769860878,18057,38,140,748,30,32,0,normal
192.168.97.253,10.0.98.236,20892,8080,6,12.019652970695557,2386,50,446,13962,23,24,0,normal
192.168.229.155,10.0.133.118,12901,80,17,6.147356239533281,44778,46,2136,231,23,23,0,normal
192.168.183.33,10.0.69.159,14248,443,6,0.2326245932318152,2040,61,2632,765,27,21,0,normal
192.168.254.196,10.0.45.137,4076,445,6,9.118119866790863,4489,54,10506,330,23,21,0,normal
192.168.86.66,10.0.234.32,28296,22,6,22.713332008646066,945,51,50,14916,24,17,0,normal
192.168.10.5,10.0.33.126,42174,22,6,3.1978901305664724,1357,12,1708,2362,23,27,1,password
192.168.123.74,10.0.67.30,31692,8080,6,17.464974206500813,850,41,3756,17005,18,24,0,normal
192.168.97.118,10.0.114.204,18340,3389,17,3.9629455874197763,11792,48,3485,5,14,21,0,normal
192.168.38.141,10.0.29.131,54413,22,17,3.0773763669665306,6326,48,8,7013,28,29,0,normal
192.168.159.47,10.0.218.185,64356,445,6,2.0128821572304165,363,65,521,181,21,23,0,normal
192.168.228.109,10.0.253.30,8264,3389,6,5.358219277639434,9254,47,5582,337,18,26,0,normal
192.168.216.180,10.0.137.154,32583,80,17,1.3056578561432102,107570,44,215,750,20,22,0,normal
192.168.184.15,10.0.130.62,4262,443,6,0.5542903227080185,796,41,102,1056,26,22,0,normal
192.168.157.136,10.0.3.174,44199,80,6,0.1380745424478943,710,43,3387,1060,26,27,0,normal
192.168.5.157,10.0.68.25,1589,22,17,1.7292410591377578,3029,10,1994,264,24,31,1,password
192.168.47.68,10.0.179.141,22786,80,17,2.519008680328695,46932,47,1738,889,20,22,0,normal
192.168.76.173,10.0.231.44,6582,22,17,4.015666291396986,1240,42,301,906,24,29,0,normal
192.168.130.155,10.0.163.55,17399,22,6,1.7318541081382377,118622,42,79,40,14,18,0,normal
192.168.95.115,10.0.215.137,26734,22,6,20.694483897343375,359,11,7323,2183,29,20,1,password
192.168.243.164,10.0.130.189,50919,3389,17,1.724756590927968,4342,51,868709,1126,25,21,0,normal
192.168.36.26,10.0.246.41,59040,80,6,2.907808894861392,99,48,42,1610,25,18,0,normal
192.168.43.27,10.0.172.64,12127,80,17,0.5450367058715246,458,59,8437,405,23,16,0,normal
192.168.69.148,10.0.31.236,16198,3389,6,0.01,1945,825,778,1153,27,22,1,dos
192.168.11.254,10.0.47.130,42514,8080,17,0.2476959569937081,5117,43,2067,14,27,24,0,normal
192.168.74.104,10.0.96.210,22817,445,6,4.099322164873252,35648,50,973,373,21,27,0,normal
192.168.38.134,10.0.77.110,28621,80,6,6.952810939400558,736,49,88471,446,30,20,0,normal
192.168.200.23,10.0.69.58,9777,445,6,1.0889757373955515,6913,49,220,992,30,32,0,normal
192.168.47.90,10.0.106.44,39421,80,6,2.2936248679331634,204,55,329,1032,16,32,0,normal
192.168.46.107,10.0.74.56,7342,80,6,0.0837791238909112,22464,50,1277,7388,21,35,0,normal
192.168.140.218,10.0.171.127,34093,8080,6,9.147993823424404,40976,44,3411,118,23,27,0,normal
192.168.141.104,10.0.217.162,21175,22,17,7.569809753036179,23743,51,15832,4635,26,22,0,normal
192.168.190.210,10.0.229.30,54456,445,6,0.3267157217963848,23673,52,2931,60285,31,21,1,backdoor
192.168.217.225,10.0.71.198,41298,3389,6,2.269609062805579,2483,46,1721,413,22,30,0,normal
192.168.111.104,10.0.118.55,9725,445,6,15.537411778697507,5184,63,453,4749,23,22,0,normal
192.168.60.171,10.0.67.141,7986,8080,17,141.61727609958797,2455,54,3056,19266,20,27,1,mitm
192.168.204.236,10.0.3.26,39221,443,6,3.7349415023854626,2721,59,263,18255,21,21,0,normal
192.168.100.240,10.0.57.126,49658,443,6,2.1944078089465946,673,45,1642,612,20,27,0,normal
192.168.68.133,10.0.152.53,31065,80,17,4.533328360275683,768,63,709,9552,17,23,1,xss
192.168.120.37,10.0.198.43,8272,8080,6,19.119345407075187,6874,61,153,6122,35,27,0,normal
192.168.72.127,10.0.188.186,20853,22,6,29.962332206576182,21388,40,24768,12230,23,22,0,normal
192.168.106.241,10.0.49.42,3227,445,6,7.451944570260405,6530,52,154,4360,30,20,0,normal
192.168.92.31,10.0.204.241,53010,445,17,2.590183623691647,17364,48,498,11381,35,26,0,normal
192.168.122.137,10.0.228.194,26394,443,6,3.4103656326307603,672,44,46,697,22,25,0,normal
192.168.246.51,10.0.11.103,36271,3389,17,2.205964004109568,51373,55,783,438,26,32,0,normal
192.168.29.206,10.0.98.218,59891,445,17,21.193834051863195,1839,66,2610,14,24,20,0,normal
192.168.40.41,10.0.146.85,55032,80,6,6.15090471491402,49,55,178,470,28,23,0,normal
192.168.214.11,10.0.100.104,11410,80,17,2.9794802955878916,1367,51,28,589,17,28,0,normal
192.168.151.1,10.0.180.46,60896,22,6,0.0609462909609007,9446,56,517,29,19,18,0,normal
192.168.46.101,10.0.44.22,1458,22,6,3.6748839793660544,3513,41,801,1199,27,19,0,normal
192.168.149.90,10.0.181.187,64006,443,6,20.653446007124636,61,49,685,9368,16,17,0,normal
192.168.110.164,10.0.222.114,44022,3389,17,3.7018324400724403,4583,49,26119,176,31,27,0,normal
192.168.182.215,10.0.235.125,35498,3389,6,1.0070734943648945,3840,42,2142,46391,31,24,0,normal
192.168.57.1,10.0.124.30,25668,8080,6,0.11170734738573053,427,51,1831,2303,22,20,0,normal
192.168.63.182,10.0.8.98,39517,22,6,2.1902288894885,9219,50,2121,5935,25,25,0,normal
192.168.55.115,10.0.57.111,19312,445,6,0.01,2280,1339,2094,994,23,25,1,dos
192.168.168.143,10.0.73.115,57194,80,6,28.352862665465747,60,45,451,185,27,24,0,normal
192.168.149.175,10.0.20.232,4983,445,6,14.535675131375168,11969,50,168,3245,19,31,0,normal
192.168.201.53,10.0.25.19,48313,80,6,6.535937254381219,4228,48,153701,5012,30,29,0,normal
192.168.137.202,10.0.5.75,12167,443,6,4.083841820384144,61520,37,818,778,21,22,0,normal
192.168.180.57,10.0.207.128,40617,80,6,4.466365244786345,528,42,1145,1827,23,29,0,normal
192.168.117.154,10.0.72.211,40139,445,6,269.2583975787352,1870,62,1200,1082,18,22,1,mitm
192.168.169.35,10.0.215.155,46633,445,17,6.138754801563847,25134,58,241,298,32,26,0,normal
192.168.63.244,10.0.40.224,23564,3389,1,2.713931737365507,477,41,1566,2114,29,24,0,normal
192.168.25.90,10.0.26.27,36505,3389,6,5.531267113927355,23423,47,84,267,29,33,0,normal
192.168.75.38,10.0.190.83,30993,22,6,0.6483350019764934,24677,47,4590,5053,28,22,0,normal
192.168.130.135,10.0.128.178,12585,445,1,1.5441561141350721,5583,54,656,113240,20,29,0,normal
192.168.210.219,10.0.170.157,23602,443,17,9.0395369032526,2142,49,10472,9885,17,29,0,normal
192.168.162.91,10.0.167.188,13811,80,6,11.703975983581884,816,41,3086,757,24,31,0,normal
192.168.17.128,10.0.169.33,7536,22,6,3.871875525197493,704,44,2410,2206,31,28,0,normal
192.168.171.187,10.0.211.229,57043,8080,6,0.1607341701897797,5550,42,224,10579,35,26,0,normal
192.168.108.251,10.0.211.97,53903,8080,6,13.084669297037301,9,53,1261,904,27,24,0,normal
192.168.179.182,10.0.111.16,11620,80,6,6.054387233462401,978,43,4970,3350,19,19,0,normal
192.168.152.25,10.0.23.135,32770,80,17,2.672415710000757,742,52,1384,4609,21,31,0,normal
192.168.199.180,10.0.26.96,61693,80,6,4.561231398534853,413,37,72,1852,19,26,0,normal
192.168.198.245,10.0.12.72,20954,3389,6,2.8086198443021653,4321,52,7870,1604,22,20,0,normal
192.168.88.161,10.0.133.106,48974,80,17,3.13061400925358,157,45,4972,8976,22,36,0,normal
192.168.177.29,10.0.220.117,31225,8080,17,10.893431347396321,33048,40,54,35084,21,17,0,normal
192.168.63.235,10.0.197.177,19711,80,17,0.8782249552275635,18530,53,1410,917,17,27,0,normal
192.168.150.154,10.0.26.133,53857,445,1,226.9479997973518,45211,46,5600,13104,31,21,1,mitm
192.168.156.114,10.0.22.207,58028,443,6,0.013662371615009581,1038,54,330,56,27,20,0,normal
192.168.213.49,10.0.13.156,37013,8080,1,1.884390993979725,4516,60,77,2888,22,33,0,normal
192.168.199.81,10.0.161.107,31207,443,17,0.7974046062809899,15465,53,127,13,28,18,1,backdoor
192.168.84.105,10.0.23.97,21782,8080,6,1.2422138174731105,2294,49,882,233,22,34,0,normal
192.168.177.148,10.0.235.18,2106,22,6,0.05651308636234231,959,45,7053,138,36,24,0,normal
192.168.118.86,10.0.242.117,42429,445,6,1.28864531363153,3787,47,124,28990,17,25,0,normal
192.168.220.63,10.0.30.26,31856,8080,17,2.022664578165859,1978,54,126,623,22,34,0,normal
192.168.189.104,10.0.144.205,46915,445,6,0.16038245131023018,350,48,597,995,28,23,0,normal
192.168.49.71,10.0.39.161,46834,8080,6,4.681244441110387,41502,52,4338,705,23,29,1,ransomware
192.168.1.224,10.0.154.176,47925,443,6,4.205920342436506,470,53,36592,60,32,32,0,normal
192.168.141.222,10.0.193.241,19000,443,6,0.5103617408863825,26,50,1307,1946,33,27,0,normal
192.168.215.179,10.0.166.130,39400,8080,6,4.519461770938822,523,39,284,1277,25,27,0,normal
192.168.123.184,10.0.113.134,6550,8080,6,33.052787903502164,50925,49,223,216,29,29,0,normal
192.168.211.62,10.0.46.50,32110,3389,17,14.454065029197265,73,55,17057,17318,24,23,0,normal
192.168.32.158,10.0.166.106,22587,445,6,0.013372834175025378,7315,47,87,16269,27,24,0,normal
192.168.29.49,10.0.216.146,7496,445,6,7.9329621292740455,34385,47,1615,88,27,31,0,normal
192.168.173.221,10.0.155.169,3799,445,6,2.181724671515642,128,38,15295,277,28,25,0,normal
192.168.30.144,10.0.72.220,16852,445,6,0.3288370213108432,107867,49,799,2806,19,31,0,normal
192.168.168.19,10.0.74.17,45800,80,6,1.754765394776242,920,53,126,432,28,20,1,xss
192.168.18.1,10.0.247.190,61421,22,6,1.9410972376355986,45085,59,3160,709,26,20,0,normal
192.168.78.115,10.0.157.186,18998,80,6,3.7037547566072613,5123,61,1350,143,22,33,0,normal
192.168.175.242,10.0.70.206,23412,8080,6,0.01,1186,1342,2809,146,19,22,1,dos
192.168.194.246,10.0.150.246,16079,8080,6,6.912619634911335,8,50,3488,387,24,20,0,normal
192.168.220.113,10.0.6.26,57406,8080,6,1.411171642381832,320,44,3088,1424,21,30,0,normal
192.168.114.222,10.0.167.140,19639,8080,6,1.9413482815976013,11608,54,1982,1629,15,26,0,normal
192.168.166.179,10.0.99.142,38910,445,6,1.8436053752986545,64,1,4247,214,26,21,1,scanning
192.168.63.132,10.0.22.51,23862,445,6,2.2528631441547056,179,49,16287,110,26,16,0,normal
192.168.129.8,10.0.151.176,41752,80,17,39.87883716520959,1579,52,228,91,31,27,1,xss
192.168.157.55,10.0.199.104,51737,443,17,0.01,1221,1040,644,7924,21,19,1,dos
192.168.103.131,10.0.178.89,13488,3389,6,18.44249068786106,6874,47,5364,76909,28,20,0,normal
192.168.32.10,10.0.141.213,53822,445,6,5.906346771636171,64,1,948,2592,30,29,1,scanning
192.168.202.211,10.0.233.138,41388,445,6,2.606658950866926,1417,57,87,6,27,20,0,normal
192.168.110.162,10.0.245.183,8264,445,6,2.46938519311472,10702,48,2133,3416,25,26,0,normal
192.168.124.225,10.0.251.9,5966,443,17,3.3528317368886835,747,40,410,11743,20,25,0,normal
192.168.87.55,10.0.79.52,20646,443,17,2.6967238071086137,3048,60,76168,299,25,27,0,normal
192.168.220.32,10.0.130.153,14560,22,17,8.810796914710409,13907,52,7995,6370,24,25,0,normal
192.168.178.135,10.0.13.226,2624,445,17,3.1274614737996247,697,44,11150,9348,38,20,1,backdoor
192.168.93.8,10.0.51.186,6724,3389,17,1.7521464450572783,1454,52,1191,14446,28,27,0,normal
192.168.65.57,10.0.34.35,39863,8080,6,7.455170207604662,976,46,2040,339,27,32,0,normal
192.168.247.67,10.0.230.131,11272,445,6,9.635161636838276,7363,45,552,1274,26,24,0,normal
192.168.216.215,10.0.234.120,46315,22,17,2.7273351430902553,5997,44,205,1577,20,35,0,normal
192.168.187.253,10.0.187.70,18117,22,6,5.510219427920888,1057,37,177,15321,31,31,0,normal
192.168.72.54,10.0.247.176,20379,3389,6,0.30302219638213734,5894,59,78684,483,29,11,0,normal
192.168.249.239,10.0.192.241,61100,80,6,3.769423095896615,10,59,2425,7213,28,27,0,normal
192.168.229.67,10.0.147.67,18201,22,17,114.66326660454466,15843,49,77,1891,25,21,1,mitm
192.168.51.97,10.0.210.103,20507,443,6,0.14812685083220833,17879,57,7502,7479,27,27,0,normal
192.168.92.239,10.0.73.116,44839,443,6,4.745682100539991,1082,46,208223,4995,19,23,0,normal
192.168.8.162,10.0.204.133,56206,8080,1,1.8072558196626956,727,32,50,295,25,27,0,normal
192.168.35.96,10.0.67.139,39557,22,17,6.784399447544551,2657,45,3643,1878,18,24,0,normal
192.168.88.78,10.0.121.94,1050,8080,1,11.32079273672388,482,48,116,275,31,28,0,normal
192.168.32.120,10.0.196.197,40485,22,6,0.7505760134064976,658,56,11059,1046,28,18,0,normal
192.168.46.235,10.0.129.91,61635,3389,6,6.446252762392661,5517,42,15,36176,24,26,0,normal
192.168.144.196,10.0.92.63,22730,445,17,3.6130859160913826,15034,51,1283,469,26,28,0,normal
192.168.244.165,10.0.29.210,25684,22,6,0.5945891786576678,5629,59,2663,323,28,26,0,normal
192.168.182.213,10.0.12.77,56127,80,6,0.01,958052,1564,68,757,33,23,1,dos
192.168.142.223,10.0.41.130,53277,443,6,4.70121151032309,36213,46,2665,4232,22,22,0,normal
192.168.55.176,10.0.37.173,40401,3389,6,3.6246535125091577,12974,48,432,4169,27,26,0,normal
192.168.210.7,10.0.208.176,43106,445,6,13.050390873942423,12068,61,34416,2253,18,27,0,normal
192.168.74.7,10.0.24.99,17282,445,6,3.6811053779466922,3545,54,63,222,25,31,0,normal
192.168.161.151,10.0.150.100,39101,443,6,23.290279237709672,64,1,6747,667,25,24,1,scanning
192.168.85.147,10.0.139.247,33803,445,17,3.5588863789537237,4425,56,897,18310,25,33,0,normal
192.168.112.125,10.0.58.174,25178,8080,6,0.6156542643170082,24383,62,14578,52,20,23,0,normal
192.168.147.36,10.0.29.163,30708,3389,6,3.1788391046935214,1705,50,15264,1839,27,24,0,normal
192.168.29.188,10.0.240.246,16413,80,6,1.0064746669048528,1532,57,662,707,24,28,0,normal
192.168.82.2,10.0.143.60,27348,22,6,4.545750003656007,31449,9,1002,2797,32,28,1,password
192.168.129.47,10.0.95.42,28709,22,17,5.9066908109649,1187,55,6751,1436,26,29,1,backdoor
192.168.197.148,10.0.233.43,60244,22,6,3.1596515880078453,450,52,3114,54,26,22,0,normal
192.168.11.234,10.0.208.74,28219,22,17,0.5140575450376834,667,58,867,3558,17,17,0,normal
192.168.130.195,10.0.177.192,22821,3389,6,3.161590767200164,13322,48,207,155,30,15,0,normal
192.168.215.119,10.0.160.64,47463,80,6,0.4248176385129076,623916,53,2277,103,24,20,0,normal
192.168.140.20,10.0.243.2,6798,445,6,5.7305003058173565,505,37,118,1213,27,18,0,normal
192.168.5.37,10.0.152.215,32657,80,6,178.87773218180578,10832,40,4009,481,23,22,1,mitm
192.168.166.222,10.0.66.166,50355,80,6,16.401140766835763,4054,54,10108,222,22,25,0,normal
192.168.137.226,10.0.31.115,1820,443,6,0.8055531793884032,28463,52,210,504,32,20,0,normal
192.168.53.172,10.0.232.26,41071,3389,6,3.8009276974718524,10644,38,476,253,25,22,0,normal
192.168.99.244,10.0.29.195,29413,22,17,4.191296776343143,32221,59,310,24185,30,30,0,normal
192.168.250.86,10.0.250.78,63931,443,17,12.785872992658053,5346,45,9025,2054,24,29,0,normal
192.168.108.24,10.0.25.48,8212,80,6,4.934593991523023,552,60,1223,798,28,28,1,xss
192.168.81.202,10.0.65.181,24720,80,6,0.7862503227396066,765,57,527,5001,32,31,0,normal
192.168.158.120,10.0.67.246,3048,22,6,2.866620682022378,4554,45,4004,751,23,22,0,normal
192.168.59.238,10.0.90.146,8690,3389,1,5.317613877831159,7586,52,419,652,25,22,0,normal
192.168.215.128,10.0.137.38,37009,8080,6,6.024606804806137,1382,50,729,7091,22,31,0,normal
192.168.224.209,10.0.87.149,7608,80,6,9.94157317388732,167731,44,117,273,27,26,0,normal
192.168.114.115,10.0.249.65,26486,80,6,0.9953478443532283,19583,32,5868,141,22,18,0,normal
192.168.209.14,10.0.149.27,28068,80,6,15.135304320553388,46,54,123,4071,24,26,0,normal
192.168.9.40,10.0.106.123,61755,80,6,0.3048015170888333,2331,44,19261,1521,25,23,0,normal
192.168.194.237,10.0.198.247,6309,22,6,20.602046959296324,380,54,1768,1493,19,25,0,normal
192.168.25.103,10.0.44.100,64139,3389,17,9.751446869718082,134937,43,801,544,35,24,0,normal
192.168.201.246,10.0.28.173,8394,443,17,5.398061428151508,35,51,1068,3609,26,20,0,normal
192.168.22.235,10.0.17.127,18927,22,6,97.41988875581443,6887,50,33520,70,22,24,1,mitm
192.168.238.4,10.0.123.168,33523,3389,6,0.37734760199352235,3814,49,74,22,25,18,0,normal
192.168.154.186,10.0.250.244,33392,443,6,0.21182353869491452,15181,40,86,495,18,33,0,normal
192.168.29.109,10.0.131.76,24019,80,17,0.5366221953086209,5684,56,7470,3862,32,22,0,normal
192.168.98.215,10.0.231.204,40648,3389,17,0.45706788779849344,186959,40,173,13216,30,37,0,normal
192.168.37.75,10.0.194.248,36224,80,6,3.9635254140492773,18692,46,250,3281,30,27,0,normal
192.168.70.146,10.0.46.214,23865,3389,6,1.2131865494138874,75,52,452,173,30,24,0,normal
192.168.128.85,10.0.215.158,5890,445,6,9.837913866812892,49435,60,10414,176,20,24,0,normal
192.168.42.100,10.0.69.137,14590,8080,6,2.9506847308659516,4475,46,5536,12344,20,19,0,normal
192.168.41.166,10.0.85.11,38846,80,6,5.945592989349803,49604,51,826,6707,23,21,0,normal
192.168.34.17,10.0.69.99,42900,22,1,5.290324197930325,1581,12,2443,3292,25,23,1,password
192.168.165.153,10.0.91.241,52246,80,6,1.927231924706823,356,68,2327,6912,24,20,0,normal
192.168.230.122,10.0.194.216,29576,445,6,1.393067076705924,64,1,147,1536,23,27,1,scanning
192.168.76.87,10.0.159.161,35573,22,17,2.096220154497353,24904,58,169,723,22,21,0,normal
192.168.117.106,10.0.167.94,25938,443,6,7.964339134847435,14681,48,18,796,22,24,0,normal
192.168.86.213,10.0.174.165,51692,80,1,4.412791224182528,912,47,21616,3923,30,29,0,normal
192.168.27.57,10.0.115.220,44854,80,6,1.4620572753219554,14,53,287,1762,25,30,0,normal
192.168.31.134,10.0.188.31,45566,22,17,8.51452614094166,26885,43,1126,21,19,20,0,normal
192.168.219.168,10.0.11.87,64877,22,6,0.28157883012666146,50,50,3222,6407,24,30,0,normal
192.168.98.12,10.0.121.130,55667,8080,6,6.006272095597835,230457,60,157,3539,23,36,0,normal
192.168.237.249,10.0.232.105,59282,3389,6,2.8910703949911243,165,52,201,2104,22,23,0,normal
192.168.53.199,10.0.27.227,23357,80,6,6.570619922830155,3066,57,173,18368,23,22,0,normal
192.168.138.173,10.0.2.103,16982,3389,6,13.11817397037941,4722,48,3,218,32,21,0,normal
192.168.145.154,10.0.101.21,53466,22,1,6.932153811048559,6183,36,962,130,27,23,0,normal
192.168.213.220,10.0.58.133,21978,22,17,2.9166711563628644,5701,55,117514,2986,22,20,0,normal
192.168.190.122,10.0.180.173,10662,80,6,0.8183372469944645,593,46,380,241,20,26,1,xss
192.168.46.64,10.0.85.93,35171,80,6,8.208539560249978,1862,41,401,30730,29,22,1,injection
192.168.130.252,10.0.20.61,10699,445,17,3.0874676250795607,1906,47,523,274,30,36,0,normal
192.168.54.107,10.0.38.148,25078,445,17,0.39149622732984474,95275,59,2045,260,30,22,1,ransomware
192.168.193.51,10.0.242.25,44058,445,6,6.347988870987229,3758,53,6392,489,18,26,0,normal
192.168.181.36,10.0.130.121,32685,22,17,1.7255105972788445,89,55,206,605,36,22,0,normal
192.168.115.26,10.0.160.26,65313,80,6,0.25061846952775224,5602,46,2765,524,25,24,0,normal
192.168.29.149,10.0.198.169,18208,8080,6,11.652403666447434,2447,52,923,647,24,19,0,normal
192.168.11.40,10.0.249.67,48987,443,6,3.2995397977918346,16040,59,1993,531,24,16,0,normal
192.168.11.164,10.0.225.1,26846,445,17,1.649198773397387,1624,63,2704,48,29,26,1,backdoor
192.168.113.187,10.0.51.5,63327,8080,6,6.300715436491542,9941,44,156,3008,26,28,0,normal
192.168.39.232,10.0.13.147,11953,22,6,10.853504304581836,8991,51,382,458,23,28,0,normal
192.168.227.54,10.0.140.48,6291,445,6,0.0015356109547388886,2257,37,2764,807,28,22,0,normal
192.168.98.55,10.0.153.57,53671,443,6,5.821392187368738,6037,56,828,96,22,25,0,normal
192.168.111.152,10.0.115.35,63202,3389,6,7.28383507798103,203,40,5347,51,32,24,0,normal
192.168.246.150,10.0.76.94,63838,443,6,1.1781523676857697,43613,45,702,908,24,24,0,normal
192.168.69.56,10.0.5.226,37049,80,6,3.363036198379997,792,43,8274,24575,33,18,1,xss
192.168.33.250,10.0.22.103,56734,445,6,0.46763130372131867,2086,52,21,22953,23,25,0,normal
192.168.36.239,10.0.205.185,13093,445,17,6.866888359728218,362,54,2093,178,25,26,0,normal
192.168.148.211,10.0.175.182,2005,3389,6,9.4015116082576,641,67,83,249,38,27,0,normal
192.168.227.244,10.0.131.124,44460,3389,17,0.5724921269493707,79783,60,10329,1541,27,29,0,normal
192.168.235.81,10.0.53.212,19496,445,6,8.476620161982982,3927,47,813,5,24,24,0,normal
192.168.190.251,10.0.159.69,20360,80,6,7.382631038231322,1646,54,555,339,21,26,0,normal
192.168.109.235,10.0.216.104,26611,3389,6,2.1302270894423305,1628,45,210,1711,29,20,0,normal
192.168.226.201,10.0.246.161,12680,22,6,5.860586927250299,2992,52,4135,692,30,25,0,normal
192.168.154.194,10.0.200.216,28350,445,6,0.00024062526151750097,12643,46,3416,24,20,35,0,normal
192.168.245.73,10.0.178.212,19534,443,17,13.426381613649783,4392,49,624,28,28,35,0,normal
192.168.201.40,10.0.252.16,54988,443,17,3.996798465413258,4584,48,4150,62,22,31,0,normal
192.168.17.129,10.0.242.116,41855,80,6,4.8423808581832395,470,49,1704,939,20,21,0,normal
192.168.217.61,10.0.76.205,54037,22,6,5.463042938097026,1656,66,1302,206,29,27,0,normal
192.168.171.104,10.0.109.234,56079,3389,1,4.1204840265812335,4076,49,5248,24694,26,30,0,normal
192.168.42.25,10.0.39.89,19999,445,6,9.716304371305673,2800,60,41056,75,26,21,0,normal
192.168.39.35,10.0.174.224,10689,443,6,4.704221495100619,1297,40,1927,12783,31,33,0,normal
192.168.131.242,10.0.254.216,28121,443,1,11.916806540284083,1080,51,1933,98,26,21,0,normal
192.168.229.108,10.0.112.47,26765,22,1,4.365337579782631,7123,9,6885,168023,22,27,1,password
192.168.172.179,10.0.172.137,53498,443,6,0.9384140451735692,7483,62,163,4123,29,31,0,normal
192.168.222.102,10.0.232.242,7461,8080,6,12.241671577826057,21564,58,760,13,28,27,0,normal
